k,genotype,consensus,classes,periods,transients,p_state,p_pop
1,A>A.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,A>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,A>A.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
1,A>A.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
1,A>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,7;12;18,False,False
1,A>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
1,A>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
1,A>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,A>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,A>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
1,A>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
1,A>B.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,5;5;5,True,False
1,A>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
1,A>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
1,A>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,A>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,A>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
1,A>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
1,A>~.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
1,A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
1,A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
1,B>A.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>A.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>A.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
1,B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|A>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|A>A.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.reqA|A>A.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.reqA|A>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,22;17;18,False,False
2,A>A.reqA|A>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>A.reqA|A>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.reqA|A>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|A>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|A>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqA|A>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqA|A>B.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,5;5;5,True,False
2,A>A.reqA|A>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqA|A>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqA|A>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|A>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|A>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.reqA|A>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.reqA|A>~.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>A.reqA|A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqA|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.reqA|B>A.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>A.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>A.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|A>A.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.reqB|A>A.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.reqB|A>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,7;12;18,False,False
2,A>A.reqB|A>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>A.reqB|A>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.reqB|A>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|A>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|A>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqB|A>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqB|A>B.writeA,"MIXED:APERIODICx1,FIXEDx2",APERIODIC;FIXED;FIXED,None;1;1,None;199;196,False,False
2,A>A.reqB|A>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqB|A>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqB|A>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|A>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|A>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.reqB|A>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.reqB|A>~.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>A.reqB|A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.reqB|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.reqB|B>A.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>A.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>A.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.reqB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,A>A.req~|A>A.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|A>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,11;16;12,False,False
2,A>A.req~|A>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>A.req~|A>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|A>B.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|A>B.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|A>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.req~|A>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.req~|A>B.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,8;10;14,True,False
2,A>A.req~|A>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.req~|A>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.req~|A>~.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|A>~.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|A>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.req~|A>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.req~|A>~.writeA,"MIXED:APERIODICx1,FIXEDx2",APERIODIC;FIXED;FIXED,None;1;1,None;199;196,False,False
2,A>A.req~|A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.req~|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.req~|B>A.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>A.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>A.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>A.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>B.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.req~|B>~.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|A>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,7;25;22,False,False
2,A>A.self|A>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>A.self|A>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|A>B.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|A>B.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|A>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.self|A>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.self|A>B.writeA,"MIXED:APERIODICx1,FIXEDx2",APERIODIC;FIXED;FIXED,None;1;1,None;199;196,False,False
2,A>A.self|A>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.self|A>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.self|A>~.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|A>~.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|A>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.self|A>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.self|A>~.writeA,"MIXED:APERIODICx1,FIXEDx2",APERIODIC;FIXED;FIXED,None;1;1,None;199;196,False,False
2,A>A.self|A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>A.self|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>A.self|B>A.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>A.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>A.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>A.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>A.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>A.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>A.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.self,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.writeA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>B.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>~.reqA,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>~.reqB,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
2,A>A.self|B>~.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,0;0;0,False,False
